film_name,year,song_name,singer(s),music_director,lyricist,duration
Main Hoon Part-Time Killer,2015,Saathiya Aaj Mujhe Neend Nahin Aayegi,"Bappi Lahiri , Shreya Ghoshal , Sharon Prabhakar , Shakti Kapoor",Bappi Lahiri,,4:50
Waiting,2015,Tu Hai Toh Main Hoon,"Nikhil D'Souza , Anushka Manchanda",Mikey McCleary,Manoj Muntashir,4 : 18
Waiting,2015,Got My Eyes On You,Mikey McCleary,Mikey McCleary,Mikey McCleary,2 : 49
Waiting,2015,Waiting on You,"Mikey McCleary, Anushka Manchanda",Mikey McCleary,"Kalki Koechlin , Mikey McCleary",3 : 25
Waiting,2015,Zara Zara,"Kavita Seth , Vishal Dadlani",Mikey McCleary,Ankur Tewari,4 : 27
I Love Desi,2015,Beauty Da Phool,Toshi Sabri,"Sham Balkar, Toshi Sabri, Sharib Sabri",,4:16
I Love Desi,2015,Dil Ka Baje Ektara,Sharib Sabri & Anweshaa Dutta Gupta,"Sham Balkar, Toshi Sabri, Sharib Sabri",,4:28
I Love Desi,2015,Deere Dhree Kam Hogi Udasi,Rahat Fateh Ali Khan & Jaspinder Narula,"Sham Balkar, Toshi Sabri, Sharib Sabri",,5:20
I Love Desi,2015,Holi (Color Zindgi Hai),"Mika Singh , Sunidhi Chauhan","Sham Balkar, Toshi Sabri, Sharib Sabri",,3:52
I Love Desi,2015,Dooriyan,"Javed Ali , Mahalaxmi Iyer & Sonu Kakkar","Sham Balkar, Toshi Sabri, Sharib Sabri",,5:08
Ishqedarriyaan,2015,Judaa,Arijit Singh,Jaidev Kumar,Kumaar,5:25
Ishqedarriyaan,2015,Mohabbat Yeh,Bilal Saeed,Bilal Saeed,Adnan Choudhry,04:14
Ishqedarriyaan,2015,Ishqedarriyaan (Title Song),Ankit Tiwari,Jeet Gannguli,Kausar Munir,04:40
Ishqedarriyaan,2015,Mohabbat Yeh (Reprise version),Asees Kaur,"Bilal Saeed, Bloodline",Bilal Saeed,03:31
Ishqedarriyaan,2015,Das Dae,Mohit Chauhan,Jaidev Kumar,Kumaar,03:54
Ishqedarriyaan,2015,Georgia Se Jalandhar,Master Saleem,Jeet Gannguli,Manoj Muntashir,02:38
P Se PM Tak,2015,Chu Le Yeh Badan,Khushi,,,6:53
P Se PM Tak,2015,Balle Balle,Amit Kumar,,,0:54
Welcome 2 Karachi,2015,Lalla Lalla Lori,"Vishal Dadlani , Shivangi R. Kashyap",Rochak Kohli,Rochak Kohli,04:18
Welcome 2 Karachi,2015,Boat Ma Kukdookoo,"Mika Singh , Rochak Kohli , Deane Sequeira, Shivangi R. Kashyap",Rochak Kohli,Rochak Kohli,03:20
Welcome 2 Karachi,2015,Shakira,Shalmali Kholgade,Jeet Gannguli,Kausar Munir,03:37
Welcome 2 Karachi,2015,Chal Bhaag,"Love Juneja, Wajid Ali",Amjad Nadeem,Sameer Anjaan,04:33
Welcome 2 Karachi,2015,Mera Yaar Fantastic,Alamgir Khan,Rochak Kohli,Sameer Anjaan,03:59
Mere Genie Uncle,2015,O Tere Ki,Vandan Vadhera,Dlima Nyzel,,03:44
Mere Genie Uncle,2015,Christmas Day,Thomas,Dlima Nyzel,,04:46
Mere Genie Uncle,2015,Ishq Hai Khufiapanti,Pawni Pandey,Dlima Nyzel,,03:51
Mere Genie Uncle,2015,Jane Kyun,Rahul Pandey,Dlima Nyzel,,03:05
Mere Genie Uncle,2015,O Tere Ki,Gwen,Dlima Nyzel,,04:02
Hamari Adhuri Kahani,2015,Hamari Adhuri Kahani (Title Track),Arijit Singh,Jeet Gannguli,Rashmi Virag,6:38
Hamari Adhuri Kahani,2015,Humnava,Papon,Mithoon,Sayeed Quadri,5:29
Hamari Adhuri Kahani,2015,Yeh Kaisi Jagah,"Zubeen Garg, Deepali Sathe",Jeet Gannguli and Zubeen Garg,Rashmi Virag,4:37
Hamari Adhuri Kahani,2015,Hasi,Ami Mishra,Ami Mishra,Kunaal Vermaa,4:32
Hamari Adhuri Kahani,2015,Hasi (Female),Shreya Ghoshal,Ami Mishra,Kunaal Vermaa,3:12
Hamari Adhuri Kahani,2015,Hamari Adhuri Kahani (Encore),Jeet Gannguli,Jeet Gannguli,Rashmi Virag,6:39
Hamari Adhuri Kahani,2015,Zaroori Tha [ 30 ] [ 31 ],Rahat Fateh Ali Khan,Sahir Ali Bagga,Imran Raza,5:42
Miss Tanakpur Haazir Ho,2015,Naach Basanti,"Anmol Malik , Anjan Guha",Palash Muchhal,"Vinay Bihari , Shashi Joshi",2:47
Miss Tanakpur Haazir Ho,2015,Andhera Andhera (Theme Song),Sudheer Rikhari,Susmit Sen,Sanjeev Sharma,4:15
Miss Tanakpur Haazir Ho,2015,Sasure Ke Kaudy Lag Gaye,"Sapna Awasthi , Shailesh Srivastav",Palash Muchhal,Vinod Kapri,2:45
Uvaa,2015,Jiyo Lalla,Jasraj Joshi,Praveen Bhardwaj & Manoj,Bhupendra Singh,05:31
Uvaa,2015,Ishq Fobiya,"Mohammed Irfan , Bhanu Pratap Singh",Rashid Khan,Bhupendra Singh,05:55
Uvaa,2015,Vande Mataram,"Siddharth Mahadevan , Sujata Mazumdar, Poonam Pandey 1","Original Songs, Rashid Khan, Palash Muchhal",,
Uvaa,2015,Natani,"Sujata Mazumdar, Amit Mishra , Poonam Pandey 1 & Shiv Singh",Palash Muchhal,"Bhupendra Singh, Shiv",03:40
Uvaa,2015,Ishq Fobiya Kyun,Mohammed Irfan & Palak Muchhal,Rashid Khan,Bhupendra Singh,05:55
Bezubaan Ishq,2015,Bezubaan Ishq,Javed Ali & Arpita Chakraborty,Rupesh Verma,Jashwant Gangani,6:06
Bezubaan Ishq,2015,Ankhon Mein Basa Lunga,Mohit Chauhan & Parineeta,Rupesh Verma,Jashwant Gangani,4:39
Bezubaan Ishq,2015,Har Lamha Kar Party,Shalmali Kholgade,Babli Haque,Prashant Ingole,4:19
Bezubaan Ishq,2015,Teri Masumiyat,Altamash Faridi,Rupesh Verma,Jashwant Gangani,5:08
Bezubaan Ishq,2015,Teri Meri Ankahi Dastan,Mohit Chauhan & Shreya Ghoshal,Rupesh Verma,Jashwant Gangani,6:13
Bezubaan Ishq,2015,Dil Parinda,Tochi Raina & Anita Bhatt,Rupesh Verma,Jashwant Gangani,5:09
Bezubaan Ishq,2015,Bhor Bhayo,Osman Mir,Rupesh Verma,Jashwant Gangani,5:07
Bezubaan Ishq,2015,"Dil Parinda
(Unplugged)",Tochi Raina,Rupesh Verma,Jashwant Gangani,5:09
Guddu Rangeela,2015,Guddu Rangeela (Title Track),"Amit Trivedi , Divya Kumar","Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:41
Guddu Rangeela,2015,Sooiyan,"Arijit Singh , Chinmayi Sripada","Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:01
Guddu Rangeela,2015,Sahebaan,"Chinmayi Sripada , Amit Trivedi , Shahid Mallya","Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,03:23
Guddu Rangeela,2015,Guddu Rangeela (Remix),"Divya Kumar , Shahid Mallya","Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:33
Guddu Rangeela,2015,Mata Ka Email,Gajender Phogat,"Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,02:25
Second Hand Husband,2015,Second Hand Husband,Gippy Grewal,"Dr Zeus, DJ Flow, Jatinder Shah, Badshah",,00:02:37
Second Hand Husband,2015,Mitthi Meri Jaan,"Gippy Grewal, Jasmine Sandlas","Dr Zeus, DJ Flow, Jatinder Shah, Badshah",,00:02:57
Second Hand Husband,2015,Bad Baby,"Gippy Grewal, Badshah , Seedhe Maut","Dr Zeus, DJ Flow, Jatinder Shah, Badshah",,00:02:44
Second Hand Husband,2015,Jawaani Din Char,"Labh Janjua , Sunidhi Chauhan","Dr Zeus, DJ Flow, Jatinder Shah, Badshah",,00:02:42
Second Hand Husband,2015,Channa,Sunidhi Chauhan,"Dr Zeus, DJ Flow, Jatinder Shah, Badshah",,00:03:58
Second Hand Husband,2015,Nimbu Ka Achaar,Mika Singh & KK,"Dr Zeus, DJ Flow, Jatinder Shah, Badshah",,16:22:21
I Love NY,2015,Halki Halki,"Shaan , Tulsi Kumar",Pritam,Mayur Puri,5:02
I Love NY,2015,Gud Naal Ishaq Mitha,Tochi Raina,Anupam Amod,"Traditional, Mayur Puri",3:27
I Love NY,2015,Aaja Meri Jaan,Mauli Dave,DJ Phukan,Mayur Puri,5:14
I Love NY,2015,Aao Na,"Sonu Nigam , Tulsi Kumar",Pritam,Sayeed Quadri,5:20
I Love NY,2015,Judaai,Falak Shabir,Falak Shabir,Falak Shabir,4:31
I Love NY,2015,Gud Naal Ishaq Mitha (Remix),Sukhwinder Singh,Anupom Amod,"Traditional, Mayur Puri",
Thoda Lutf Thoda Ishq,2015,Mera Pyaar Hai Maggi Jaisa,Mamta Sharma,Vikram Khajuria,Devshi Khanduri,03:58
Thoda Lutf Thoda Ishq,2015,Pyaar Hua Jab Tujhsey,Mohammed Irfan,Vikram Khajuria,Devshi Khanduri,05:11
Thoda Lutf Thoda Ishq,2015,Bawri Booch Pool Party,Raja Sagoo,Vikram Khajuria,Devshi Khanduri,03:54
Thoda Lutf Thoda Ishq,2015,Thoda Lutf Thoda Ishq,Labh Janjua,Vikram Khajuria,Devshi Khanduri,04:23
Thoda Lutf Thoda Ishq,2015,Pyaar Hua Jab Tujhsey,Palak Muchhal,Vikram Khajuria,Devshi Khanduri,02:38
Aisa Yeh Jahaan,2015,Sautela Sheher,"Dr Palash Sen, Kamakshi Khanna, Abid Khan Langa","Score, Anurag Saikia, Songs, Palash Sen","Dr Palash Sen, Deekshant Sehrawat",5:10
Aisa Yeh Jahaan,2015,Haiyya Ho,"Suneet Bora ( Backup Vocals: Kamakshi Khanna, Shibani Budhraja, Kimberley)","Score, Anurag Saikia, Songs, Palash Sen",Dr. Palash Sen ( Assamese words: Suneet Bora),2:26
Aisa Yeh Jahaan,2015,Lori - Nanhi Munni Chidiya,Anjana Padmanabhan,"Score, Anurag Saikia, Songs, Palash Sen","Deekshant Sehrawat, Dr Palash Sen",5:01
Aisa Yeh Jahaan,2015,Aisa Yeh Jahaan,"Naresh Kamath, Kezleen Kholie ( Rap: Aashish Ddavidd)","Score, Anurag Saikia, Songs, Palash Sen","Dr Palash Sen, Deekshant Sehrawat ( Rap Lyrics: Aashish Ddavidd)",4:15
Aisa Yeh Jahaan,2015,We Go Party Everyday,"Abhilasha Sinha, Kinshuk Sen, DJ Bhaduri & Dr Palash Sen","Score, Anurag Saikia, Songs, Palash Sen","Dahlia Sen-Oberoi, Dr Palash Sen",4:18
Aisa Yeh Jahaan,2015,Hey Ya,"Dr Palash Sen ( Backup Vocals: Kamakshi Khanna, Shibani Budhraja, Kimberley)","Score, Anurag Saikia, Songs, Palash Sen","Dahlia Sen-Oberoi, Dr Palash Sen",4:51
Masaan,2015,Tu Kisi Rail Si,"Swanand Kirkire , Amitabh Bachchan","Songs:, Indian Ocean, Background Score:, Bruno Coulais, Passerelle",Varun Grover (Adapted from a poem by Dushyant Kumar),03:50
Masaan,2015,Mann Kasturi,Amit Kilam,"Songs:, Indian Ocean, Background Score:, Bruno Coulais, Passerelle","Sanjeev Sharma, Varun Grover",07:13
Masaan,2015,Bhor,"Amit Kilam, Rahul Ram and Himanshu Joshi","Songs:, Indian Ocean, Background Score:, Bruno Coulais, Passerelle",Sanjeev Sharma,07:00
Masaan,2015,Tumhari Nazrein Katam,Kailash Kher,"Songs:, Indian Ocean, Background Score:, Bruno Coulais, Passerelle",Varun Grover,05:48
Bangistan,2015,Ishq Karenge,"Sona Mohapatra , Abhishek Nailwal & Shadab Faridi",Ram Sampath,,04:26
Bangistan,2015,Hogi Kranti,Ram Sampath & Abhishek Nailwal,Ram Sampath,,03:08
Bangistan,2015,Saturday Night,"Aditi Singh Sharma , Benny Dayal , Neeraj Shridhar and Janusz Krucinski",Ram Sampath,,03:40
Bangistan,2015,Maula,Ram Sampath & Rituraj Mohanty,Ram Sampath,,04:45
Bangistan,2015,Meri Zidd,Ram Sampath & Siddharth Basrur,Ram Sampath,,03:24
Bangistan,2015,Is Duniya Se Ladna Hai,Suraj Jagan & Abhishek Nailwal,Ram Sampath,,02:39
Bangistan,2015,Ishq Karenge (EDM Version),"Sona Mohapatra, Abhishek Nailwal & Shadab Faridi",Ram Sampath,,04:12
Brothers,2015,Brothers Anthem,Vishal Dadlani,Ajay–Atul,,05:53
Brothers,2015,Gaaye Jaa (Female Version),Shreya Ghoshal,Ajay–Atul,,05:42
Brothers,2015,Sapna Jahan,"Sonu Nigam , Neeti Mohan",Ajay–Atul,,05:41
Brothers,2015,Mera Naam Mary Hai,Chinmayi Sripada,Ajay–Atul,,05:11
Brothers,2015,Gaaye Jaa (Male Version),Mohammed Irfan,Ajay–Atul,,05:29
Brothers,2015,Brothers Mashup (DJ Kiran Kamath Mashup),"Chinmayi Sripada, Sonu Nigam, Vishal Dadlani, Shreya Ghoshal, Neeti Mohan, Mohammed Irfan",Ajay–Atul,,04:49
Gour Hari Dastaan,2015,A Country Gone Wrong,L Subramaniam,"Dr., L. Subramaniam",,0:38
Gour Hari Dastaan,2015,A Country Wins Freedom,L Subramaniam,"Dr., L. Subramaniam",,0:22
Gour Hari Dastaan,2015,A Dream Fulfilled,L Subramaniam,"Dr., L. Subramaniam",,0:48
Gour Hari Dastaan,2015,A New Era Dawns,L Subramaniam,"Dr., L. Subramaniam",,0:33
Gour Hari Dastaan,2015,Atharva Veda,Manjikudi Shastri,"Dr., L. Subramaniam",,1:17
Gour Hari Dastaan,2015,Babul Mora,Kavita Krishnamurthy,"Dr., L. Subramaniam",,4:06
Gour Hari Dastaan,2015,Denial of the Truth,L Subramaniam,"Dr., L. Subramaniam",,0:58
Gour Hari Dastaan,2015,Failing Memory,L Subramaniam,"Dr., L. Subramaniam",,0:41
Gour Hari Dastaan,2015,Holding on to the Past,L Subramaniam,"Dr., L. Subramaniam",,2:30
Gour Hari Dastaan,2015,Hope Recedes,L Subramaniam,"Dr., L. Subramaniam",,0:59
Gour Hari Dastaan,2015,Lest I Forget,L Subramaniam,"Dr., L. Subramaniam",,0:35
Gour Hari Dastaan,2015,Love Theme,L Subramaniam,"Dr., L. Subramaniam",,0:39
Gour Hari Dastaan,2015,Page From The Past,L Subramaniam,"Dr., L. Subramaniam",,2:22
Gour Hari Dastaan,2015,Raghupati Raghav,Narayana Subramaniam,"Dr., L. Subramaniam",,3:17
Gour Hari Dastaan,2015,Right Now,Bindu Subramaniam,"Dr., L. Subramaniam",,4:01
Gour Hari Dastaan,2015,The Englishman and the Flag,L Subramaniam,"Dr., L. Subramaniam",,0:47
Gour Hari Dastaan,2015,The Past Is A Memory,L Subramaniam,"Dr., L. Subramaniam",,0:18
Gour Hari Dastaan,2015,The Truth Dawns on Alok,L Subramaniam,"Dr., L. Subramaniam",,0:32
Gour Hari Dastaan,2015,The Truth Stares,L Subramaniam,"Dr., L. Subramaniam",,3:16
Gour Hari Dastaan,2015,Vaishnava Janato Ft. Kavita Krishnamurthy,Pandit Jasraj,"Dr., L. Subramaniam",,3:10
Gour Hari Dastaan,2015,Vaishnava Janato Remembering Gandhi,Kavita Krishnamurthy,"Dr., L. Subramaniam",,5:32
Gour Hari Dastaan,2015,War of Words,L Subramaniam,"Dr., L. Subramaniam",,1:31
All Is Well,2015,Baaton Ko Teri,Arijit Singh,Himesh Reshammiya,Shabbir Ahmed,4:40
All Is Well,2015,Mere Humsafar,"Mithoon , Tulsi Kumar",Mithoon,Amitabh Verma,5:53
All Is Well,2015,Nachan Farrate,"Kanika Kapoor , Meet Bros Anjjan",Meet Bros Anjjan,Kumaar,4:34
All Is Well,2015,Chaar Shanivaar,"Vishal Dadlani , Rap by: Badshah",Amaal Mallik,Shabbir Ahmed,3:34
All Is Well,2015,Tu Milade,Ankit Tiwari,Himesh Reshammiya,Mayur Puri,4:38
All Is Well,2015,YOLO,Sreerama Chandra,Himesh Reshammiya,Kumaar,3:38
Manjhi – The Mountain Man,2015,Gehlore Ki Goriya,"Bhavin Shastri, Pavni Pandey",Sandesh Shandilya,Deepak Ramola,3.40
Manjhi – The Mountain Man,2015,O Rahi,Bhavin Shastri,Sandesh Shandilya,Ketan Mehta,4.42
Manjhi – The Mountain Man,2015,Dum Kham,Divya Kumar,Hitesh Sonik,Kumaar,3.03
Kaun Kitney Paani Mein,2015,Rangabati,"Krishna Beura , Rekha Rao",Krishna Beura,Protiqe Mojoomdar,04:51
Kaun Kitney Paani Mein,2015,Chala Murari,Amit Kumar,Bishakh Jyoti - Kanish,Protiqe Mojoomdar,05:24
Kaun Kitney Paani Mein,2015,Ho Naa,Shilpa Rao,"Subhi, Style Bhai",Subhi,03:39
Phantom,2015,Afghan Jalebi (Ya Baba),Asrar (Syed Asrar Shah),"Songs:, Pritam, Score:, Julius Packiam",Amitabh Bhattacharya,03:43
Phantom,2015,Saware,Arijit Singh,"Songs:, Pritam, Score:, Julius Packiam",Amitabh Bhattacharya,05:21
Phantom,2015,Nachda,Shahid Mallya,"Songs:, Pritam, Score:, Julius Packiam",Kausar Munir,05:23
Phantom,2015,Afghan Jalebi (Film Version),Akhtar Channal,"Songs:, Pritam, Score:, Julius Packiam",Amitabh Bhattacharya,03:44
Phantom,2015,Afghan Jalebi (Dumbek Version),Akhtar Channal,"Songs:, Pritam, Score:, Julius Packiam",Amitabh Bhattacharya,03:50
Phantom,2015,Ya Baba (Fitna Farebi),Nakash Aziz,"Songs:, Pritam, Score:, Julius Packiam",Amitabh Bhattacharya,03:44
Hero,2015,Main Hoon Hero Tera,Salman Khan,Amaal Mallik,Kumaar,04:44
Hero,2015,Jab We Met,"Rahul Pandey , Shalmali Kholgade , Divya Kumar , Jigar Saraiya",Sachin–Jigar,Niranjan Iyengar,05:19
Hero,2015,Main Hoon Hero Tera (Reprise),Armaan Malik,Amaal Mallik,Kumaar,04:44
Hero,2015,Khoya Khoya,"Mohit Chauhan , Priya Saraiya , Arpita Chakraborty , Tanishka Sanghvi",Sachin–Jigar,Niranjan Iyengar,05:17
Hero,2015,Yadaan Teriyaan (Version 1),Rahat Fateh Ali Khan,Jassi Katyal,Kumaar,05:04
Hero,2015,Yadaan Teriyaan (Version 2),"Dev Negi , Shipra Goyal",Jassi Katyal,Kumaar,05:02
Hero,2015,Dance Ke Legend,"Meet Bros, Bhoomi Trivedi",Meet Bros Anjjan,Kumaar,04:00
Hero,2015,O Khuda,"Amaal Mallik, Palak Muchhal",Amaal Mallik,Kumaar,05:07
Sorry Daddy,2015,Tera Pyar Yaar,Jojo Nathaniel,"Original songs:, Vishnu Deva, Liyakat Ajmeri, Background Score, Vaishnav Deva",Faiz Anwar,
Sorry Daddy,2015,Zindagi Ke Dard Se Guzre Huye,Javed Ali,"Original songs:, Vishnu Deva, Liyakat Ajmeri, Background Score, Vaishnav Deva",Husna Khan,
Sorry Daddy,2015,Toot Gaya Ghar Tera (Female),,"Original songs:, Vishnu Deva, Liyakat Ajmeri, Background Score, Vaishnav Deva",Mumtaz Nikhat,
Sorry Daddy,2015,Toot Gaya Ghar Tera (Male),Mohammed Salamat,"Original songs:, Vishnu Deva, Liyakat Ajmeri, Background Score, Vaishnav Deva",Mumtaz Nikhat,
Sorry Daddy,2015,Teri Muskane,B. Jyoti,"Original songs:, Vishnu Deva, Liyakat Ajmeri, Background Score, Vaishnav Deva",Sanjit Nirmal,
Katti Batti,2015,Sarfira,"Siddharth Mahadevan , Neeti Mohan , Qaran Mehta","Songs:, Shankar–Ehsaan–Loy, Background Score:, Gulraj Singh",,04:04
Katti Batti,2015,Sau Aasoon,"Shankar Mahadevan , Rasika Shekhar","Songs:, Shankar–Ehsaan–Loy, Background Score:, Gulraj Singh",,05:41
Katti Batti,2015,Lip To Lip,"Nikhil D'Souza , Ritu Pathak","Songs:, Shankar–Ehsaan–Loy, Background Score:, Gulraj Singh",,04:09
Katti Batti,2015,Ove Janiya,Mohan Kannan,"Songs:, Shankar–Ehsaan–Loy, Background Score:, Gulraj Singh",,06:06
Katti Batti,2015,Jaago Mohan Pyaare,"Siddharth Basrur , Digvijay Singh Pariyar, Raman Mahadevan , Rasika Shekhar","Songs:, Shankar–Ehsaan–Loy, Background Score:, Gulraj Singh",,04:32
Katti Batti,2015,Ove Jaaniye (Reprise),Sayani Palit,"Songs:, Shankar–Ehsaan–Loy, Background Score:, Gulraj Singh",,04:48
Meeruthiya Gangster,2015,Meeruthiya Gangsters,Zubeen Garg,"Siddhant Madhav, Vivek Kar",,
Meeruthiya Gangster,2015,Naina Tose Lage (Female Version),Pawni Pandey,"Siddhant Madhav, Vivek Kar",,
Meeruthiya Gangster,2015,Hum-Toh Jeete Hain,"Siddhant Madhav, Pawni Pandey","Siddhant Madhav, Vivek Kar",,
Meeruthiya Gangster,2015,Mastam Mastam,Mika Singh,"Siddhant Madhav, Vivek Kar",,
Meeruthiya Gangster,2015,Babaji Ka Ghanta,Divya Kumar,"Siddhant Madhav, Vivek Kar",,
Meeruthiya Gangster,2015,Meeruthiya Gangsters (Bonus Track),Dev Negi,"Siddhant Madhav, Vivek Kar",,
Meeruthiya Gangster,2015,Naina Tose Lage,Rahat Fateh Ali Khan,"Siddhant Madhav, Vivek Kar",,
Meeruthiya Gangster,2015,Tu Mili Sab Mila,Suresh Raina,"Siddhant Madhav, Vivek Kar",,
Kis Kisko Pyaar Karoon,2015,Jugni Peeke Tight Hai (Version 1),"Divya Kumar , Sukriti Kakar , Kanika Kapoor",Amjad–Nadeem,Shabbir Ahmed,04:54
Kis Kisko Pyaar Karoon,2015,DJ Bajega To Pappu Nachega,"Wajid , Ritu Pathak , Shalmali Kholgade , Rap by Danish Sabri",Javed–Mohsin,Shabbir Ahmed,04:29
Kis Kisko Pyaar Karoon,2015,Samandar Main,"Shreya Ghoshal , Jubin Nautiyal",Tanishk Bagchi,Arafat Mehmood,05:24
Kis Kisko Pyaar Karoon,2015,Bam Bam,"Kapil Sharma , Kaur B, Dr Zeus",Dr Zeus,Raj Ranjodh,04:05
Kis Kisko Pyaar Karoon,2015,Billi Kat Gayee,"Rajveer Singh, Ikka and Dr Zeus",Dr Zeus,Raj Ranjodh,04:07
Kis Kisko Pyaar Karoon,2015,Hum To Yaaro Latak Gaye,"Kapil Sharma, Kundan Pandey",Dr Zeus,,01:32
Kis Kisko Pyaar Karoon,2015,Billi Kat Gayee (Remix),Rajveer Singh,Dr Zeus,Raj Ranjodh,03:27
Kis Kisko Pyaar Karoon,2015,Bam Bam (Remix),"Kapil Sharma, Dr Zeus, Kaur B",Dr Zeus,Raj Ranjodh,03:34
Kis Kisko Pyaar Karoon,2015,Jugni Peeke Tight Hai (Version 2),"Divya Kumar, Sukriti Kakar",Amjad–Nadeem,Shabbir Ahmed,04:57
Bhaag Johnny,2015,Daddy Mummy,"Devi Sri Prasad (DSP), M. M. Manasi",Devi Sri Prasad (DSP),Kumaar,04:25
Bhaag Johnny,2015,Iss Qadar Pyar Hai,Ankit Tiwari,Arko,Faaiz Anwar,03:50
Bhaag Johnny,2015,Aankhon Aankhon,Yo Yo Honey Singh,Yo Yo Honey Singh,Yo Yo Honey Singh,04:04
Bhaag Johnny,2015,Kinna Sona,Sunil Kamath,Mithoon,Amitabh Verma,05:03
Bhaag Johnny,2015,Meri Zindagi,Rahul Vaidya,Mithoon,Amitabh Verma,05:25
Singh Is Bliing,2015,Tung Tung Baje,"Diljit Dosanjh , Nooran Sisters",Sneha Khanwalkar,Sneha Khanwalkar,04:43
Singh Is Bliing,2015,Singh And Kaur,"Manj Musik , Nindy Kaur, Raftaar",Manj Musik,"Manj Musik , Nindy Kaur, Raftaar , Big Dhillon",03:30
Singh Is Bliing,2015,Cinema Dekhe Mamma,"Wajid , Shaan , Ritu Pathak",Sajid–Wajid,"Wajid, Irfan Kamal",04:09
Singh Is Bliing,2015,Mahi Aaja,"Manj Musik, Shashaa Tirupati",Manj Musik,Manj Musik,03:20
Singh Is Bliing,2015,Dil Kare Chu Che,"Labh Janjua , Anusha Dandekar , Meet Bros",Meet Bros,Kumaar,03:59
Singh Is Bliing,2015,Mahi Aaja (Unplugged),Arijit Singh,Manj Musik,Manj Musik,03:39
Singh Is Bliing,2015,Singh And Kaur (Remix),"Manj Musik, Nindy Kaur",Manj Musik,Manj Musik,03:37
Singh Is Bliing,2015,Mahi Aaja (Remix),"Manj Musik, Shashaa Tirupati",Manj Musik,Manj Musik,03:50
Talvar,2015,Insaaf,Arooj Aftab,"Score:, Ketan Sodha, Songs:, Vishal Bhardwaj",,3:20
Talvar,2015,Patli Gali,Sukhwinder Singh,"Score:, Ketan Sodha, Songs:, Vishal Bhardwaj",,3:33
Talvar,2015,Shaam Ke Saaye,Arijit Singh,"Score:, Ketan Sodha, Songs:, Vishal Bhardwaj",,4:42
Talvar,2015,Zinda,Rekha Bhardwaj,"Score:, Ketan Sodha, Songs:, Vishal Bhardwaj",,4:22
Jazbaa,2015,Bandeyaa,Jubin Nautiyal,Amjad-Nadeem,"Amjad-Nadeem, Sanjay Gupta",04:43
Jazbaa,2015,Kahaaniya,"Nilofer Wani, Arko",Arko,Arko,04:03
Jazbaa,2015,Aaj Raat Ka Scene,"Badshah, Shraddha Pandit",Badshah,Badshah,03:30
Jazbaa,2015,Bandeyaa (Reprise),Asees Kaur,Amjad-Nadeem,Sanjay Gupta,04:19
Jazbaa,2015,Jaane Tere Shehar,Vipin Aneja,Arko,Arko,03:39
Bumper Draw,2015,Lukkhe Bade Aate Hain,Mohammed Irfan,Rahul Mishra,,3:18
Bumper Draw,2015,Jod Jod,Mamta Sharma & Altamash Faridi,Rahul Mishra,,3:41
Bumper Draw,2015,Khamakhan,Mudasir Ali,Rahul Mishra,,4:48
Chinar Daastaan-E-Ishq,2015,Mujhe Jeena Hai,"Ali Aslam, Aayushi Shah","Salim Sen, Siddique Sen",,3:53
Chinar Daastaan-E-Ishq,2015,Dil Ki Parton Pe,Shahid Mallya,"Salim Sen, Siddique Sen",,4:49
Chinar Daastaan-E-Ishq,2015,Alvida,Zubeen Garg,"Salim Sen, Siddique Sen",,5:26
Pyaar Ka Punchnama 2,2015,Sharabi,"Sharib, Toshi & Raja Hasan",Sharib - Toshi,"Late Akram Sabri, Danish Sabri",04:13
Pyaar Ka Punchnama 2,2015,Paro,"Dev Negi , Shipra Goyal",Hitesh Sonik,Kumaar,04:27
Pyaar Ka Punchnama 2,2015,Heeriye,Mohit Chauhan,Hitesh Sonik,Hitesh Sonik,03:35
Pyaar Ka Punchnama 2,2015,Moorakh,Divya Kumar,Hitesh Sonik,Luv Ranjan,02:55
Wedding Pullav,2015,Oh Jaaniya (Version 1),"Salim Merchant , Shreya Ghoshal , Raj Pandit","Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,04:12
Wedding Pullav,2015,Party Karni Hai,"Salim Merchant, Apeksha Dandekar","Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,
Wedding Pullav,2015,Naseeba,Sunidhi Chauhan,"Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,
Wedding Pullav,2015,Ishq Da Panga,"Shalmali Kholgade , Vipul Mehta","Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,
Wedding Pullav,2015,Banjaare,"Minal Jain, Digvijay Singh Pariyar","Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,
Wedding Pullav,2015,Lagan Lagi,Raj Pandit,"Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,
Wedding Pullav,2015,Naseeba (Reprise),Sreerama Chandra,"Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,
