film_name,year,song_name,singer(s),music_director,lyricist,duration
Wedding Pullav,2015,The Wedding Pullav,"Salim Merchant, Arijit Singh","Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,
Wedding Pullav,2015,Oh Jaaniya (Version 2),"Arijit Singh, Shreya Ghoshal","Songs:, Salim–Sulaiman, Background Score:, Rohit R. Kulkarni",,05:05
Shaandaar,2015,Gulaabo,"Amit Trivedi , Vishal Dadlani , Anusha Mani",Amit Trivedi,Anvita Dutt,04:24
Shaandaar,2015,Shaam Shaandaar,Amit Trivedi,Amit Trivedi,Amitabh Bhattacharya,03:57
Shaandaar,2015,Nazdeekiyaan,"Nikhil Paul George , Neeti Mohan",Amit Trivedi,Amitabh Bhattacharya,03:26
Shaandaar,2015,Senti Wali Mental,"Arijit Singh , Amit Trivedi , Swanand Kirkire , Neeti Mohan",Amit Trivedi,Amitabh Bhattacharya,09:02
Shaandaar,2015,Raitaa Phailgaya,"Amit Trivedi , Divya Kumar",Amit Trivedi,Amitabh Bhattacharya,03:55
Shaandaar,2015,Neend Na Mujhko Aaye,"Siddharth Basrur , Saba Azad",Amit Trivedi,P L Santoshi,04:16
Shaandaar,2015,Eena Meena Deeka,Amit Trivedi & Rachel Varghese,Amit Trivedi,Rajender Krishan,03:06
Main Aur Charles,2015,Neeli Bullet,Aditya Trivedi,,Kartik Chaudhry,03:41
Main Aur Charles,2015,Woh Tho Yahin Hai Lekin,Jonita Gandhi,,Dr. Sagar,02:51
Main Aur Charles,2015,Ya Rabba,Saugat Upadhaya,,Rohan Moktali,04:07
Main Aur Charles,2015,Dekhe Meri Aankhon Mein Jo,Saba Azad,,Kartik Chaudhry,03:36
Main Aur Charles,2015,Jee Lo Yaaron,Saugat Upadhaya,,Bally Grunge,03:43
Main Aur Charles,2015,Main To Yahin Hoon Lekin,Ali Azmat,,Dr Sager,02:39
Main Aur Charles,2015,Theme of Charles,Aditya Trivedi,,Aditya Trivedi,03:36
Main Aur Charles,2015,Jab Chaye Mera Jadoo,Kanika Kapoor,,Ikram Basra,04:54
Guddu Ki Gun,2015,Bihari Valentine,Udit Narayan & Raju Sardar,"Gajendra, -, Vikram, Raju Sardar, Soumyajit Bannerji, Score, :, Amar Mohile",,4:37
Guddu Ki Gun,2015,Guddu Ki Gun,"Vikram, Gajendra, Vikram Singh","Gajendra, -, Vikram, Raju Sardar, Soumyajit Bannerji, Score, :, Amar Mohile",,2:50
Guddu Ki Gun,2015,Chal Jayegi Chal Jayegi,Kausar Sabri,"Gajendra, -, Vikram, Raju Sardar, Soumyajit Bannerji, Score, :, Amar Mohile",,3:29
Guddu Ki Gun,2015,Rehbra Ve,"Shweta Pandit , Mohit Chauhan","Gajendra, -, Vikram, Raju Sardar, Soumyajit Bannerji, Score, :, Amar Mohile",,5:30
Guddu Ki Gun,2015,Ding Dong,Sonu Kakkar,"Gajendra, -, Vikram, Raju Sardar, Soumyajit Bannerji, Score, :, Amar Mohile",,3:43
Guddu Ki Gun,2015,Kolkata Qutub Minar (Hindi Version),Soumyajit Banerjee,"Gajendra, -, Vikram, Raju Sardar, Soumyajit Bannerji, Score, :, Amar Mohile",,3:14
Guddu Ki Gun,2015,Kolkata Qutub Minar (Bengali Version),Soumyajit Banerjee,"Gajendra, -, Vikram, Raju Sardar, Soumyajit Bannerji, Score, :, Amar Mohile",,3:14
Love Exchange,2015,Automatic,Dev Negi & Ishmeet Narula,Jaidev Kumar,Kumaar,03:40
Love Exchange,2015,Hosh-O-Hawas,Shraddha Pandit,Jaidev Kumar,Kumaar,04:34
Love Exchange,2015,Tera Thumka,"Master Saleem , Simran & Tripat",Jaidev Kumar,Kumaar,03:48
Love Exchange,2015,Tujhse Door,"Javed Bashir, Shipra Goyal, Dev Negi & Sanj V",Jaidev Kumar,Kumaar,04:22
Love Exchange,2015,Tuchsa Datta,Reshma Patil,Jaidev Kumar,Kumaar,02:45
Four Pillars of Basement,2015,Tu Hai Gazab Sohniye,"Brijesh Shandilya, Deepadhrita Poddar & DJ Czar",Mudasir Ali,Avinash Jaiswar,02:46
Four Pillars of Basement,2015,Udne Lagaa,Javed Ali,Anurag Mohn,Pratyush Prakash,04:29
Four Pillars of Basement,2015,Rehmo Karem,Mudasir Ali & Shailey Bidwaiker,Mudasir Ali,Shailey Bidwaiker,05:10
Four Pillars of Basement,2015,Rooh Yeh Qaid Hai,Mudasir Ali & Shailey Bidwaiker,Mudasir Ali,Shailey Bidwaiker,05:44
Charlie Kay Chakkar Mein,2015,I am Single,Harry Anand,"Rohit Kulkarni, Harry Anand, Vishal Mishra, Arfaaz (BGM), Anurag, (BGM)",,4:10
Charlie Kay Chakkar Mein,2015,Charlie Kay Chakkar Mein,Neha Kakkar,"Rohit Kulkarni, Harry Anand, Vishal Mishra, Arfaaz (BGM), Anurag, (BGM)",,3:12
Charlie Kay Chakkar Mein,2015,Charlie Kay Chakkar Mein (Opening Track),Nisha Mascarence,"Rohit Kulkarni, Harry Anand, Vishal Mishra, Arfaaz (BGM), Anurag, (BGM)",,4:51
Charlie Kay Chakkar Mein,2015,Saali Bhand,Amit Sial,"Rohit Kulkarni, Harry Anand, Vishal Mishra, Arfaaz (BGM), Anurag, (BGM)",,3:46
Charlie Kay Chakkar Mein,2015,Let's Playboy,,"Rohit Kulkarni, Harry Anand, Vishal Mishra, Arfaaz (BGM), Anurag, (BGM)",,
Yaara Silly Silly,2015,Sathia (Solo),Ankit Tiwari,Ankit Tiwari,,05:00
Yaara Silly Silly,2015,Sathia (Duet),Ankit Tiwari & Mehak Suri,Ankit Tiwari,,05:03
Yaara Silly Silly,2015,Behki,Shadab Faridi & Mehak Suri,Ankit Tiwari,,03:54
Yaara Silly Silly,2015,Yun Hai,Neeti Mohan,Ankit Tiwari,,04:11
Yaara Silly Silly,2015,Tuk Tuk,Nandini Srikar,Ankit Tiwari,,04:05
Yaara Silly Silly,2015,Yaara Silly Silly (Mashup),"Nandini Srikar, Neeti Mohan, Mehak Suri & Parth Suri",Ankit Tiwari,,04:10
Yaara Silly Silly,2015,Sathia (Unlugged),Mehak Suri,Ankit Tiwari,,04:17
Ranbanka,2015,Kanha Re,"Sahil Rayyan , Desh Gaurav, Mohammed Irfan","Songs, Sahil Rayyan, Mohammad Irfan, Sahil Rayyan, MamtaSharma, Madhuri, Srivastva, Background Score:, Sahil Rayyan",Tanveer Ghazi,03:41
Ranbanka,2015,Marjaana Menu Marjaana,"Sam, Madhavi Srivastav","Songs, Sahil Rayyan, Mohammad Irfan, Sahil Rayyan, MamtaSharma, Madhuri, Srivastva, Background Score:, Sahil Rayyan",Salim Ashfee,04:42
Ranbanka,2015,Holi Diwani Aayi Re,Swati Rajput,"Songs, Sahil Rayyan, Mohammad Irfan, Sahil Rayyan, MamtaSharma, Madhuri, Srivastva, Background Score:, Sahil Rayyan",Tanveer Ghazi,04:57
Ranbanka,2015,Ishaq Ka Garam Masala,"Mamta Sharma , Desh Gaurav","Songs, Sahil Rayyan, Mohammad Irfan, Sahil Rayyan, MamtaSharma, Madhuri, Srivastva, Background Score:, Sahil Rayyan",Arafat Mehmood,3:56
Angry Indian Goddesses,2015,Dil Dola Re,Pratichee Mohapatra,Pratichee Mohapatra,,3:28
Angry Indian Goddesses,2015,Aaoge Tum Kabhi,Raman Negi,The Local Train,,5:13
Angry Indian Goddesses,2015,Zindagi,Anushka Manchanda,Anushka Manchanda,,4:20
Angry Indian Goddesses,2015,Tinko Ke Sahare,Kary Arora,Kary Arora,,3:47
Angry Indian Goddesses,2015,Dil Dola Re (Remix),Pratichee Mohapatra,Pratichee Mohapatra,,3:45
Tamasha,2015,Matargashti,"Mohit Chauhan , (Backing Vocals By Suzanne D'Mello For NaNaNa Tune)",A. R. Rahman,,05:28
Tamasha,2015,Heer Toh Badi Sad Hai,"Mika Singh , Nakash Aziz",A. R. Rahman,,05:27
Tamasha,2015,Safarnama,Lucky Ali,A. R. Rahman,,04:11
Tamasha,2015,Agar Tum Saath Ho,"Alka Yagnik , Arijit Singh",A. R. Rahman,,05:41
Tamasha,2015,Chali Kahani,"Sukhwinder Singh , Haricharan , Haripriya",A. R. Rahman,,05:19
Tamasha,2015,Wat Wat Wat,"Arijit Singh , Shashwat Singh",A. R. Rahman,,04:58
Tamasha,2015,Parade De La Bastille (Instrumental version),"A. R. Rahman , (Backing Vocals By Suzanne D'Mello For NaNaNa Tune)",A. R. Rahman,,03:41
Tamasha,2015,Wat Wat Wat (Vengeance Mix),Pravin Mani And Hari Dafusia Ft Various Artists,A. R. Rahman,,03:55
Tamasha,2015,Tu Koi Aur Hai,"A. R. Rahman, Alma Ferovic, Arjun Chandy",A. R. Rahman,,07:20
Hate Story 3,2015,Tumhe Apna Banane Ka,"Armaan Malik , Neeti Mohan",Amaal Malik,Rashmi Virag,05:09
Hate Story 3,2015,Tu Issaq Mera,"Meet Bros , Neha Kakkar , Rap by Earl Edgar",Meet Bros,Kumaar,04:11
Hate Story 3,2015,Wajah Tum Ho,Armaan Malik,Baman,Manoj Muntashir,05:57
Hate Story 3,2015,Neendein Khul Jaati Hain,"Meet Bros, Mika Singh , Kanika Kapoor",Meet Bros,Shabbir Ahmed,04:40
Hate Story 3,2015,Love To Hate You,Shivranjani Singh (Shivi),Meet Bros,Shabbir Ahmed,04:30
Hate Story 3,2015,Tu Isaq Mera (Psycho-Love Mix),"Meet Bros, Neha Kakkar, Rap by Earl Edgar",Meet Bros,Kumaar,03:51
Hate Story 3,2015,Wajah Tum Ho (Zeeshan Version),Zeeshan,Baman,Manoj Muntashir,05:49
Dangal,2016,Haanikaarak Bapu,"Sarwar Khan , Sartaz Khan Barna",Pritam,,4:22
Dangal,2016,Dhaakad,Raftaar,Pritam,,2:56
Dangal,2016,Gilehriyaan,"Jonita Gandhi , Neha Kakkar",Pritam,,3:40
Dangal,2016,Dangal,Daler Mehandi,Pritam,,4:59
Dangal,2016,Naina,Arijit Singh,Pritam,,3:45
Dangal,2016,Dhaakad (Aamir Khan version),Aamir Khan,Pritam,,2:56
Dangal,2016,Idiot Banna,Nooran Sisters,Pritam,,4:08
Sultan,2016,Baby Ko Bass Pasand Hai,"Vishal Dadlani , Shalmali Kholgade , Ishita, Badshah","Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:13
Sultan,2016,Jag Ghoomeya  (Male),Rahat Fateh Ali Khan,"Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:42
Sultan,2016,440 Volt,Mika Singh,"Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:28
Sultan,2016,Sultan (Title Track),"Sukhwinder Singh , Shadab Faridi","Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:40
Sultan,2016,Sachi Muchi,"Mohit Chauhan , Harshdeep Kaur","Score:, Julius Packiam, Music:, Vishal–Shekhar",,3:59
Sultan,2016,Bulleya,Papon,"Score:, Julius Packiam, Music:, Vishal–Shekhar",,5:57
Sultan,2016,Tuk Tuk,"Nooran Sisters , Vishal Dadlani","Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:12
Sultan,2016,Jag Ghoomeya  (Female),Neha Bhasin,"Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:14
Sultan,2016,Rise of Sultan,Shekhar Ravjiani,"Score:, Julius Packiam, Music:, Vishal–Shekhar",,2:46
Sultan,2016,Raula Paye Gaya – The Official Sultan Salute,"Rahat Fateh Ali Khan, 6 Pack Band","Score:, Julius Packiam, Music:, Vishal–Shekhar",,3:31
Sultan,2016,Baby Nu Bass Pasand Hai (Salman Khan Version),"Salman Khan , Iulia Vantur","Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:16
Sultan,2016,Jag Ghoomeya  (Salman Khan Version),Salman Khan,"Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:49
Sultan,2016,440 Volt (Salman Khan Version),Salman Khan,"Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:28
Sultan,2016,Sultan (Salman Khan Version),Salman Khan,"Score:, Julius Packiam, Music:, Vishal–Shekhar",,4:42
Ae Dil Hai Mushkil,2016,Ae Dil Hai Mushkil,Arijit Singh,Pritam,,4:29
Ae Dil Hai Mushkil,2016,Bulleya,"Amit Mishra , Shilpa Rao",Pritam,,5:49
Ae Dil Hai Mushkil,2016,Channa Mereya,Arijit Singh,Pritam,,4:49
Ae Dil Hai Mushkil,2016,The Breakup Song,"Arijit Singh, Jonita Gandhi , Badshah , Nakash Aziz",Pritam,,4:12
Ae Dil Hai Mushkil,2016,Cutipie,"Pardeep Singh Sran, Nakash Aziz",Pritam,,3:51
Ae Dil Hai Mushkil,2016,Alizeh,"Arijit Singh, Ash King , Shashwat Singh",Pritam,,4:42
Rustom,2016,Tere Sang Yaara,Atif Aslam,Arko,,4:51
Rustom,2016,Rustom Vahi,Sukriti Kakar,Raghav Sachar,,3:20
Rustom,2016,Tay Hai,Ankit Tiwari,Ankit Tiwari,,3:48
Rustom,2016,Dekha Hazaro Dafaa,"Arijit Singh , Palak Muchhal",Jeet Gannguli,,3:30
Rustom,2016,Dhal Jaun Main,"Jubin Nautiyal , Akanksha Sharma",Jeet Gannguli,,4:53
Rustom,2016,Jab Tum Hote Ho,Shreya Ghoshal,Ankit Tiwari,,4:18
Rustom,2016,Rustom Vahi Theme,,Raghav Sachar,,1:23
Rustom,2016,Rustom Vahi – Marathi,Jasraj Joshi,Raghav Sachar,,3:07
Rustom,2016,Rustom Vahi – Male,Jasraj Joshi,Raghav Sachar,,3:10
Rustom,2016,Tere Bin Yaara (Reprise),Arko,Arko,,3:46
Airlift,2016,Soch Na Sake,"Arijit Singh , Tulsi Kumar , Amaal Mallik","Songs:, Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta",,4:41
Airlift,2016,Dil Cheez Tujhe Dedi (Music by Ankit Tiwari),"Ankit Tiwari , Arijit Singh","Songs:, Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta",,4:31
Airlift,2016,Mera Nachan Nu,"Brijesh Shandilya, Divya Kumar , Amaal Mallik","Songs:, Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta",,3:42
Airlift,2016,Tu Bhoola Jise,K.K.,"Songs:, Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta",,4:31
Airlift,2016,Soch Na Sake (Solo Version),Arijit Singh,"Songs:, Amaal Mallik, Ankit Tiwari, Background score:, Arijit Dutta",,4:41
Housefull 3,2016,Pyar Ki,"Shaarib-Toshi, Nakash Aziz , Divya Kumar , Anmol Malik , Earl Edgar",Shaarib-Toshi,"Manoj Yadav, Farhad-Sajid, Danish Sabri",3:47
Housefull 3,2016,Taang Uthake,"Sohail Sen, Mika Singh , Neeti Mohan , Mamta Sharma",Sohail Sen,"Sameer Sen, Farhad-Sajid, Mamta Sharma, Sanjeev Chaturvedi",4:10
Housefull 3,2016,Malamaal,"Mika Singh, Akira, Miss Pooja , Kuwar Virk","Mika Singh, Millind Gaba","Rani Malik, Farhad-Sajid",3:23
Housefull 3,2016,Fake Ishq,"Kailash Kher , Nakash Aziz, Altamash Faridi",Tanishk Bagchi,"Sajid-Farhad, Arafat Mehmood",4:30
Fan,2016,Jabra Fan ( Hindi ),Nakash Aziz,Vishal–Shekhar,Varun Grover,03:43
Fan,2016,Ghaint Fan ( Punjabi ),Harbhajan Mann,Vishal–Shekhar,Shellee,03:28
Fan,2016,Byapok Fan ( Bengali ),Anupam Roy,Vishal–Shekhar,Priyo Chattopadhyay,03:28
Fan,2016,Jabardast Fan ( Bhojpuri ),Manoj Tiwari,Vishal–Shekhar,Ranju Sinha,03:28
Fan,2016,Jabro Fan ( Gujarati ),Arvind Vegda,Vishal–Shekhar,Roshan Thakar,03:28
Fan,2016,Jabraa Fan ( Marathi ),Avadhoot Gupte,Vishal–Shekhar,Guru Thakur,03:28
Fan,2016,Takkara Fan ( Tamil ),Nakash Aziz,Vishal–Shekhar,B. Vijay,03:28
Fan,2016,Veera Fan ( Telugu ),Nakash Aziz,Vishal–Shekhar,Chaitanya Prasad,03:28
Fan,2016,Jabar Fan ( Odia ),Biebhukishore,Vishal–Shekhar,Varun Grover,03:28
Fan,2016,Jabara Fan ( Arabic ),Grini,Vishal–Shekhar,Varun Grover,03:28
Fan,2016,Lokuma Fan ( Sinhala ),Infaas Nooruddin,Vishal–Shekhar,Manuranga Wijesekera,03:28
Fan,2016,Fan Anthem (11-language Mashup),YRF Music Ft Various Artists,Vishal–Shekhar,YRF Music Ft. Various Artists,02:49
Fan,2016,Fan Theme (Official Trailer Music),Instrumental,Andrea Guerra,,02:40
Kapoor & Sons,2016,Kar Gayi Chull,"Badshah, Fazilpuria, Sukriti Kakar, Neha Kakkar","Badshah , Amaal Mallik","Badshah, Kumaar",3:07
Kapoor & Sons,2016,Bolna,"Arijit Singh , Asees Kaur",Tanishk Bagchi,Dr. Devender Kafir,3:33
Kapoor & Sons,2016,Buddhu Sa Mann,Armaan Malik,Amaal Mallik,Abhiruchi Chand,3:26
Kapoor & Sons,2016,Saathi Rey,Arko,Arko,Manoj Muntashir,4:32
Kapoor & Sons,2016,Let's Nacho,"Badshah, Benny Dayal","Nucleya , Benny Dayal","Kumaar , Christopher Pradeep",3:35
Shivaay,2016,Bolo Har Har Har,"Mithoon , Mohit Chauhan , Sukhwinder Singh , Badshah , Megha Sriram Dalton, Anugrah, The Vamps , Parthiv Gohil , Javed Ali , Daler Mehndi , Ash King & Abhijeet Sawant",Mithoon,Sandeep Shrivastava,4:56
Shivaay,2016,Darkhaast,"Arijit Singh , Sunidhi Chauhan , Mithoon,  Adityaa Kumar",Mithoon,Sayeed Quadri,6:14
Shivaay,2016,Raatein,Jasleen Royal,Jasleen Royal,Aditya Sharma,3:46
Shivaay,2016,Tere Naal Ishqa,Kailash Kher,Mithoon,Sayeed Quadri,5:53
Shivaay,2016,Raatein (Reprise),Jasleen Royal,Jasleen Royal,Aditya Sharma,3:43
Shivaay,2016,Bolo Har Har Har (Remix),"Mithoon, Mohit Chauhan, Badshah, Sukhwinder Singh, Megha Sriram Dalton, Anugrah","Mithoon (Remix By DJ Veronika And Mafiya Munda Ft, Various Artists)",Sandeep Shrivastava,4:34
Wazir,2016,Tere Bin,"Sonu Nigam , Shreya Ghoshal",Shantanu Moitra,Vidhu Vinod Chopra,4:05
Wazir,2016,Tu Mere Paas,Ankit Tiwari,Ankit Tiwari,Manoj Muntashir,3:46
Wazir,2016,Maula Mere Maula,Javed Ali,Shantanu Moitra,"Vidhu Vinod Chopra, Swanand Kirkire",6:42
Wazir,2016,Tere Liye,"Gagan Baderiya, Prashant Pillai",Prashant Pillai,A. M. Turaz,2:58
Wazir,2016,Khel Khel Mein,Amitabh Bachchan,Advaita,Abhijeet Deshpande,3:59
Wazir,2016,Atrangi Yaari,"Amitabh Bachchan, Farhan Akhtar",Rochak Kohli,"Gurpreet Saini, Deepak Ramola",3:37
Wazir,2016,Wazir Theme,Instrumental,Gaurav Godkhindi,Instrumental,3:00
Chalk n Duster,2016,Aye Zindagi,Sonu Nigam,Sandesh Shandilya,,
Chalk n Duster,2016,Deep Shiksha,Alka Yagnik,Sandesh Shandilya,,
Chalk n Duster,2016,Jingle Bodmas,Shabana Azmi,Sandesh Shandilya,,
Jugni,2016,Jugni (Title Track),Javed Bashir,Clinton Cerejo,Shellee,5:43
Jugni,2016,Dilaan De Saundey,Javed Bashir,Clinton Cerejo,Traditional,4:30
Jugni,2016,Dugg Dugg Duggy,Vishal Bhardwaj,Clinton Cerejo,Shellee,3:34
Jugni,2016,Lakhon Salaam,A. R. Rahman,Kaashif Sahib,Kaashif Sahib,5:32
Jugni,2016,Zarre Zarre Mein Noor Bhara,Rahat Fateh Ali Khan & Jazim Sharma,Clinton Cerejo,Shellee,7:01
Jugni,2016,Dil Ke Sang,Nakash Aziz,Clinton Cerejo,Shellee,3:46
Jugni,2016,Hatt Mullah Mainu Rok Na,Bianca Gomes Shellee & Baba Bulleh Shah,Clinton Cerejo,Shellee & Baba Bulleh Shah,4:14
Jugni,2016,Joban Hai Shawa,Neha Kakkar,Clinton Cerejo,Shellee,3:11
Jugni,2016,Bolladiyaan,Rekha Bhardwaj,Clinton Cerejo,Shellee,4:07
Jugni,2016,Heer,Nakash Aziz,Clinton Cerejo,Waris Shah,1:36
Jugni,2016,Jugni (Unplugged),Neha Kakkar & Javed Bashir,Clinton Cerejo,Shellee,3:01
Jugni,2016,Hatt Mullah (Reprise),Bianca Gomes Shellee & Baba Bulleh Shah,Clinton Cerejo,Shellee & Baba Bulleh Shah,2:09
Kyaa Kool Hain Hum 3,2016,Jawaani Le Doobi,"Kanika Kapoor , Ikka , Uvie","Sajid–Wajid, Raju Singh",Danish Sabri,4:14
Kyaa Kool Hain Hum 3,2016,Oh Boy,Wajid Khan and Shivranjani Singh,"Sajid–Wajid, Raju Singh",Irfan Kamal,4:00
Kyaa Kool Hain Hum 3,2016,House Party,"Sajid Khan, Shalmali Kholgade and Wajid Khan","Sajid–Wajid, Raju Singh",Danish Sabri,3:57
Kyaa Kool Hain Hum 3,2016,Kya Kool Hain Hum 3 (Title Track),Benny Dayal and Shivranjani Singh,"Sajid–Wajid, Raju Singh",Danish Sabri,4:02
Saala Khadoos,2016,Poda Poda,Pradeep Kumar,"Score:, Sanjay Wandrekar, Atul Raninga (Hindi version), Songs:, Santhosh Narayanan",,4:00
Saala Khadoos,2016,Ey Sandakaara,Dhee,"Score:, Sanjay Wandrekar, Atul Raninga (Hindi version), Songs:, Santhosh Narayanan",,4:10
Saala Khadoos,2016,Maya Visai,"Vijaynarain, Sri Shyamalingam, Santhosh Narayanan","Score:, Sanjay Wandrekar, Atul Raninga (Hindi version), Songs:, Santhosh Narayanan",,4:20
Saala Khadoos,2016,Usuru Narumbeley,Dhee,"Score:, Sanjay Wandrekar, Atul Raninga (Hindi version), Songs:, Santhosh Narayanan",,3:11
Saala Khadoos,2016,Vaa Machaney (Lyrics written by Muthamil),Sean Roldan,"Score:, Sanjay Wandrekar, Atul Raninga (Hindi version), Songs:, Santhosh Narayanan",,3:03
Mastizaade,2016,Rom Rom Romantic,"Mika Singh , Armaan Malik",Amaal Mallik,Manoj Muntashir,04:30
Mastizaade,2016,Hor Nach,"Ritu Pathak , Meet Bros Anjjan",Meet Bros Anjjan,Kumaar,03:43
Mastizaade,2016,Dekhega Raja Trailer,"Nakash Aziz , Neha Kakkar",Anand Raj Anand,Anand Raj Anand,03:48
Mastizaade,2016,Mastizaade,Meet Bros Anjjan,Meet Bros Anjjan,Kumaar,04:21
Mastizaade,2016,Kamina Hai Dil,"Benny Dayal , Meet Bros Anjjan",Meet Bros Anjjan,Kumaar,03:59
Sanam Teri Kasam,2016,Sanam Teri Kasam,"Ankit Tiwari , Palak Muchhal",Himesh Reshammiya,Sameer,5:14
Sanam Teri Kasam,2016,Kheech Meri Photo,"Darshan Raval , Neeti Mohan , Akasa Singh",Himesh Reshammiya,Sameer,4:44
Sanam Teri Kasam,2016,Bewajah,Himesh Reshammiya,Himesh Reshammiya,Sameer,5:08
Sanam Teri Kasam,2016,Tera Chehra,Arijit Singh,Himesh Reshammiya,Shabbir Ahmed,4:34
Sanam Teri Kasam,2016,Haal-E-Dil (Male),Sreerama Chandra,Himesh Reshammiya,Sameer,5:33
Sanam Teri Kasam,2016,Haal-E-Dil (Female),Neeti Mohan,Himesh Reshammiya,Sameer,5:24
Sanam Teri Kasam,2016,Ek Number,Himesh Reshammiya,Himesh Reshammiya,Himesh Reshammiya,4:20
Sanam Teri Kasam,2016,Teri Yaadon Main,Arijit Singh,Himesh Reshammiya,Subrat Sinha,4:16
Sanam Teri Kasam,2016,Sanam Teri Kasam (Reprise),"Mohammed Irfan , Palak Muchhal",Himesh Reshammiya,Sameer,4:57
Fitoor,2016,Yeh Fitoor Mera,Arijit Singh,"Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:43
Fitoor,2016,Pashmina,Amit Trivedi,"Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:43
Fitoor,2016,Haminastu,Zeb Bangash,"Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:20
Fitoor,2016,Hone Do Batiyan,"Nandini Srikar , Zeb Bangash","Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:30
Fitoor,2016,Tere Liye,"Sunidhi Chauhan , Jubin Nautiyal","Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:31
Fitoor,2016,Ranga Re (Hindi),"Sunidhi Chauhan, Amit Trivedi","Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:49
Fitoor,2016,Ranga Re (English),"Caralisa Monteiro , Amit Trivedi","Songs:, Amit Trivedi, Background Score:, Hitesh Sonik",,04:49
Sanam Re,2016,Sanam Re,"Arijit Singh , (Additional Vocals) Mithoon",Mithoon,Mithoon,05:08
Sanam Re,2016,Gazab Ka Hai Yeh Din,Arijit Singh,Amaal Mallik,Manoj Muntashir,05:25
Sanam Re,2016,Hua Hain Aaj Pehli Baar,"Amaal Mallik , Armaan Malik , Palak Muchhal",Amaal Mallik,Manoj Yadav,05:09
Sanam Re,2016,Humne Pee Rakhi Hai,"Jaz Dhami , Neha Kakkar , Ikka Singh",Epic Bhangra,"Ikka , Kumaar",03:45
Sanam Re,2016,Kya Tujhe Ab Ye Dil Bataye,Falak Shabir,Amaal Mallik,Manoj Muntashir,05:36
Sanam Re,2016,Tere Liye,Ankit Tiwari,Mithoon,Mithoon,07:07
Sanam Re,2016,Tum Bin,Shreya Ghoshal,Jeet Gannguli,Rashmi Virag,04:44
Sanam Re,2016,Chhote Chhote Tamashe,Shaan,Jeet Gannguli,Manoj Muntashir,03:45
Direct Ishq,2016,Duwa Mein,Swati Sharma,Tanishk Bagchi,A. M. Turaz,6:03
Direct Ishq,2016,Nimboo Sa Ishq,"Nikhil D'Souza , Swati Sharma, Mridul",Tanishk Bagchi,A. M. Turaz,5:42
Direct Ishq,2016,Direct Ishq (Title Track),"Nakash Aziz , Swati Sharma, Arjun Daga",Tanishk Bagchi,A. M. Turaz,4:29
Direct Ishq,2016,Toote Tare,Swati Sharma,Raeth (Band),A. M. Turaz,5:33
Direct Ishq,2016,Aan Baam,Ustad Anwar Khan Manganiyar,Sabir Khan,A. M. Turaz,3:24
Direct Ishq,2016,Ganga Maiya,Swati Sharma,Vivek Kar,A. M. Turaz,3:50
Direct Ishq,2016,Mera Kissa,Swati Sharma,Vivek Kar,A. M. Turaz,3:32
Direct Ishq,2016,Mera Kissa (Unplugged),Swati Sharma,Vivek Kar,A. M. Turaz,3:01
Ishq Forever,2016,Ishq Forever (Title Track),"Jubin Nautiyal , Palak Muchhal",Nadeem Saifi,,4:55
Ishq Forever,2016,Bilkul Socha Na,"Rahat Fateh Ali Khan , Palak Muchhal",Nadeem Saifi,,6:39
Ishq Forever,2016,Ishq Ki Baarish,"Javed Ali , Shreya Ghoshal",Nadeem Saifi,,4:00
Ishq Forever,2016,Oh My God,Siddharth Mahadevan,Nadeem Saifi,,3:21
Ishq Forever,2016,Expectations,Neeti Mohan,Nadeem Saifi,,4:25
Ishq Forever,2016,Mere Aankhon Se Nikle Aansoo,"Rahat Fateh Ali Khan, Shreya Ghoshal",Nadeem Saifi,,5:17
Ishq Forever,2016,Happy Birthday,Nakash Aziz,Nadeem Saifi,,4:17
LoveShhuda,2016,Mar Jaayen,Atif Aslam,Mithoon,Sayeed Quadri,04:17
LoveShhuda,2016,Peene Ki Tamanna,"Vishal Dadlani , Parichay",Parichay,Kumaar,03:15
LoveShhuda,2016,Dono Ke Dono,"Parichay, Neha Kakkar",Parichay,Manoj Yadav,03:50
LoveShhuda,2016,Chitta Kukkad,"Gippy Grewal , Neha Kakkar",Parichay,Yuvraj Goel (The Gunsmith),03:38
