film_name,year,song_name,singer(s),music_director,lyricist,duration
Dobaaraa,2022,Dariya Hai (Music by Shor Police),"Clinton Cerejo , Bianca Gomes","Gaurav Chatterji, Shor Police, Jakub Grzechowiak",,3:06
Dobaaraa,2022,Pari,Neeti Mohan,"Gaurav Chatterji, Shor Police, Jakub Grzechowiak",,4:20
Dobaaraa,2022,Pari (Reprise),Gaurav Chatterji,"Gaurav Chatterji, Shor Police, Jakub Grzechowiak",,3:30
Liger,2022,The Liger Hunt Theme,Farhad Bhiwandiwala,Vikram Montrose,"Farhad Bhiwandiwala, Shekhar Astitwa, Vikram Montrose",1:31
Liger,2022,Akdi Pakdi,"Dev Negi , Pawni Pandey , Lijo George","Lijo George-DJ Chetas, Sunil Kashyap","Mohsin Shaikh , Azeem Dayani",3:50
Liger,2022,Waat Laga Denge,Vijay Deverakonda,Sunil Kashyap,Puri Jagannaadh,1:26
Liger,2022,Aafat,"Zahrah S. Khan , Tanishk Bagchi",Tanishk Bagchi,Rashmi Virag,2:43
Liger,2022,Coka 2.0,"Sukhe , Lisa Mishra","Jaani, Lijo George - DJ Chetas","Jaani , Lijo George",2:46
Liger,2022,Attack,Farhad Bhiwandiwala,Vikram Montrose,Farhad Bhiwandiwala,3:09
Liger,2022,Manchali,"Zahrah S Khan, Farhad Bhiwandiwala",Tanishk Bagchi,Farhad Bhiwandiwala,2:29
Liger,2022,Mera Banega Tu,Lakshay Kapoor,Tanishk Bagchi,Kunaal Vermaa,4:07
Holy Cow,2022,Gaiya Kahaan,Rev Shergill,Rev Shergill,Rev Shergill,
Holy Cow,2022,Madari,"Sukhwinder Singh, Simran Bhardwaj",Sukhwinder Singh,Sukhwinder Singh,
Holy Cow,2022,Bulleya,Rev Shergill,Rev Shergill,"Bulleh Shah , Rev Shergill",
Cuttputlli,2022,Saathiya,"Nikhil D'Souza , Zahrah Khan",Tanishk Bagchi,Tanishk Bagchi,3:32
Cuttputlli,2022,Rabba,Sukhwinder Singh,Dr Zeus,Omar Malik,3:14
Cuttputlli,2022,Tu Dis De,Hamid Ali Naqeebi,Dr Zeus,Hamid Ali Naqeebi,3:54
Cuttputlli,2022,Laapata,"Payal Dev , Dev Negi",Aditya Dev,Rashmi Virag,3:20
Jahaan Chaar Yaar,2022,What The Luck,Mika Singh,Sanjeev Chaturvedi,Sanjeev Chaturvedi,
Middle Class Love,2022,Naya Pyaar Naya Ehsaas,"Palak Muchhal , Jubin Nautiyal","Songs:, Himesh Reshammiya, Score:, Prasad Sashte",Himesh Reshammiya,5:44
Middle Class Love,2022,Tuk Tuk,"Himesh Reshammiya, Payal Dev","Songs:, Himesh Reshammiya, Score:, Prasad Sashte",Shabbir Ahmed,3:55
Middle Class Love,2022,Manjha,"Himesh Reshammiya, Raj Barman (Aalaps: Salman Ali )","Songs:, Himesh Reshammiya, Score:, Prasad Sashte",Shakeel Azmi,5:17
Middle Class Love,2022,Apna Karenge (Music: Prasanna Suresh),Spitfire,"Songs:, Himesh Reshammiya, Score:, Prasad Sashte",Spitfire,1:12
Middle Class Love,2022,Hypnotize,"Dev Negi , Akasa Singh , Aasa Singh","Songs:, Himesh Reshammiya, Score:, Prasad Sashte",Mayur Puri,3:43
Middle Class Love,2022,Kisko Tha Pata,Vishal Dadlani,"Songs:, Himesh Reshammiya, Score:, Prasad Sashte",Mayur Puri,3:15
Middle Class Love,2022,Manjha - Reprise,Aishwarya Pandit,"Songs:, Himesh Reshammiya, Score:, Prasad Sashte",Shakeel Azmi,4:29
Middle Class Love,2022,Naya Pyaar Naya Ehsaas - Raj Barman Version,Raj Barman,"Songs:, Himesh Reshammiya, Score:, Prasad Sashte",Himesh Reshammiya,5:44
Atithi Bhooto Bhava,2022,Gulmohar,Shahid Mallya,Prasad S,Tanveer Javed,3:59
Atithi Bhooto Bhava,2022,Raat Kawari Hai,Benny Dayal,Prasad S,Mayur Puri,3:26
Atithi Bhooto Bhava,2022,Udd Raha Hai Dil,"Raghav Chaitanya , Aditi Singh Sharma",Prasad S,Shakeel Azmi,3:29
Atithi Bhooto Bhava,2022,Paakhi Hua Re,Arijit Singh,Prasad S,Priyanka R Bala,5:40
Atithi Bhooto Bhava,2022,Iss Dil Mein,Ankit Tiwari,Prasad S,"Kunaal Verma , Priyanka R Bala",3:29
Babli Bouncer,2022,Mad Banke,"Asees Kaur , Romy",Tanishk Bagchi,Shabbir Ahmed,3:06
Babli Bouncer,2022,Babli Shor Macha Re,Mika Singh,Karan Malhotra,Manaswi Mohata,3:02
Babli Bouncer,2022,Le Sajna,Altamash Faridi,Tanishk Bagchi,Tanishk Bagchi,2:15
Babli Bouncer,2022,Mann Mein Halchal,Akanksha Sethi,Karan Malhotra,Manaswi Mohata,2:53
Plan A Plan B,2022,Talli,"Bann Chakraborty, Sunidhi Chauhan","Songs:, Bann Chakraborty, Yug Bhusal, Background Score:, Bann Chakraborty",Ginny Diwan,03:38
Plan A Plan B,2022,Keh Do Ke,"Vivek Hariharan, Mali, Bann Chakraborty","Songs:, Bann Chakraborty, Yug Bhusal, Background Score:, Bann Chakraborty",Ankur Tewari,03:45
Plan A Plan B,2022,Dil Hoya Jogiya,Saurabh Das,"Songs:, Bann Chakraborty, Yug Bhusal, Background Score:, Bann Chakraborty",Yug Bhusal,04:38
Maja Ma,2022,Boom Padi,"Shreya Ghoshal , Osman Mir","Siddharth Mahadevan , Souumil Shringarpure",Priya Saraiya,4:06
Maja Ma,2022,Ae pagli,"Ash King , Prakriti Kakkar",Gourov Dasgupta,Kumaar,2:49
Maja Ma,2022,Kacchi Doriyaan,"Arijit Singh , Asees Kaur",Anurag Sharma,Anurag Sharma,3:56
Maja Ma,2022,Kacchi Doriyaan reprise,"Aniruddh Ananta, Harjot Kaur",Anurag Sharma,Anurag Sharma,3:54
Maja Ma,2022,Boom Padi- electronic version,"Yashita Sharma, Lil Sidley","Siddharth Mahadevan, Souumil Shringarpure","Priya Saraiya, Lil Sidley",2:39
Maja Ma,2022,Songs of Celebration,"Shashaa Tirupati, Osman Mir","Siddharth Mahadevan, Souumil Shringarpure",Priya Saraiya,3:05
Maja Ma,2022,Buniyaad 2.0,The Yellow Diary,The Yellow Diary,,4:11
Goodbye,2022,Chann Pardesi,Amit Trivedi,Amit Trivedi,Swanand Kirkire,4:10
Goodbye,2022,Jaikal Mahakal,"Amit Trivedi, Suhas Sawant",Amit Trivedi,Swanand Kirkire,4:03
Goodbye,2022,Maaye,"Devenderpal Singh, Deedar Kaur",Amit Trivedi,Swanand Kirkire,4:34
Goodbye,2022,Kanni Re Kanni,Nakash Aziz,Amit Trivedi,Swanand Kirkire,5:52
Goodbye,2022,The Hic Song,"Sharvi Yadav, Rupali Moghe",Amit Trivedi,"Vikas Bahl , Amit Trivedi",3:31
Goodbye,2022,Happy Birthday,Abhijeet Shrivastava,Amit Trivedi,Swanand Kirkire,2:59
Goodbye,2022,Beautiful,Amit Trivedi,Amit Trivedi,Swanand Kirkire,2:51
Goodbye,2022,Jaikal Mahakal (Reprise),Suhas Sawant,Amit Trivedi,Swanand Kirkire,4:03
Goodbye,2022,Maaye (Reprise),"Devenderpal Singh, Shreya Ghoshal",Amit Trivedi,Swanand Kirkire,4:34
Nazar Andaaz,2022,Lootere Aa Gaye,"Sachet Tandon , Mohammed Danish",Vishal Mishra,,2:23
Nazar Andaaz,2022,Kitne Andekhe Rang,Vishal Mishra,Vishal Mishra,,3:27
Nazar Andaaz,2022,Aadhi Kahani,Jubin Nautiyal,Vishal Mishra,,3:30
Nazar Andaaz,2022,Jadoo,Parampara Tandon,Vishal Mishra,,3:29
Nazar Andaaz,2022,Sukoon,Armaan Malik,Vishal Mishra,,4:21
Nazar Andaaz,2022,Sukoon (Female Version),Tulsi Kumar,Vishal Mishra,,4:21
Doctor G,2022,Har Jagah Tu,Raj Barman,Sultan Sulemani,Kumaar,2:49
Doctor G,2022,Dil Dhak Dhak Dhak Karta Hai,"Raj Barman, Sakshi Holkar",Amjad Nadeem Aamir,Amjad Nadeem,3:12
Doctor G,2022,O Sweetie Sweetie,Ayushmann Khurrana,Amit Trivedi,Raj Shekhar,3:25
Doctor G,2022,Idiot Aashawadi,"Anand Bhaskar, Romy",Amit Trivedi,Puneet Sharma,3:26
Doctor G,2022,Newton,Altamash Faridi,Amit Trivedi,Puneet Sharma,3:55
Doctor G,2022,Step Copy,"Amit Trivedi, Sharvi Yadav",Amit Trivedi,Puneet Sharma,3:22
Doctor G,2022,Ek Boond,"Madhubanti Bagchi , Abhay Jodhpurkar",Amit Trivedi,Puneet Sharma,3:15
Doctor G,2022,Har Jagah Tu (Female version),Palak Muchhal,Sultan Sulemani,Kumaar,3:32
Thank God,2022,Manike,"Yohani , Jubin Nautiyal , Surya Ragunnathan","Tanishk Bagchi , Chamath Sangeeth","Rashmi Virag , Dulan ARX, Mellow D",3:17
Thank God,2022,Haaniya Ve,Jubin Nautiyal,Tanishk Bagchi,Rashmi Virag,3:37
Thank God,2022,Dil De Diya,Anand Raaj Anand,Rochak Kohli,Rashmi Virag,4:34
Thank God,2022,Thank God - Title Track,"Arijit Singh , Eklavya",Rochak Kohli,Manoj Muntashir,4:06
Tara Vs Bilal,2022,Teri Ho Gayi,"Master Saleem, Faridkot",Manan Bhardwaj,,3:24
Tara Vs Bilal,2022,Nichod Dunga,Manan Bhardwaj [ citation needed ],Manan Bhardwaj,,2:58
Tara Vs Bilal,2022,Saiyaan Ji,"Romy, Manan Bhardwaj",Manan Bhardwaj,,4:03
Tara Vs Bilal,2022,Sau Rab Di,"Jubin Nautiyal , Manan Bhardwaj, Purvashi Grover",Manan Bhardwaj,,4:02
Phone Bhoot,2022,Kinna Sona,"Tanishk Bagchi, Zahrah S. Khan",Tanishk Bagchi,Tanishk Bagchi,3:18
Phone Bhoot,2022,Kaali Teri Gutt,"Romy, Sakshi Holkar",Roy,Kumaar,3:17
Phone Bhoot,2022,Phone Bhoot Theme,Baba Sehgal,Mikey McCleary,Baba Sehgal,3:07
Phone Bhoot,2022,Jaau Jaan Se,"Rochak Kohli, Lisa Mishra",Rochak Kohli,Kumaar,3:17
Phone Bhoot,2022,Jaau Jaan Se (Chill Mix),"Rochak Kohli, Lisa Mishra",Rochak Kohli,Kumaar,3:20
Double XL,2022,Taali Taali,"Sohail Sen, Silambarasan , Rukhsar Bandhukia",Sohail Sen,Mudassar Aziz,3:54
Double XL,2022,Ki Jaana,"Kavita Seth , Kanishk Seth",Kanishk Seth,"Mudassar Aziz, Baba Bulle Shah",4:41
Double XL,2022,Tumse Mila Doon,"Sohail Sen, Javed Ali",Sohail Sen,Mudassar Aziz,4:04
Double XL,2022,Rangeelo Manva,"Sohail Sen, Rekha Bhardwaj , Pratibha Singh Baghel , Shahid Mallya",Sohail Sen,Mudassar Aziz,3:04
Mili,2022,Tum Bhi Raahi,"A. R. Rahman , Shashaa Tirupati",A. R. Rahman,,4:15
Mili,2022,Sun Aye Mili,Vishal Mishra,A. R. Rahman,,4:27
Mili,2022,Main Toh Main Hoon,Abhilasha Sinha,A. R. Rahman,,3:47
Mili,2022,Jeena Hoga,Vishal Mishra,A. R. Rahman,,3:41
Mili,2022,Tum Bhi Raahi (Reprise),Khatija Rahman,A. R. Rahman,,2:19
Rocket Gang,2022,Udd Gaya Rocket,"Raftaar, Sharvi Yadav, Arhaan Hussain, Abhijeet Srivastava",Amit Trivedi,Raftaar,2:50
Rocket Gang,2022,Duniya Hai Maa Ki Godi Mein,Meghna Mishra,Amit Trivedi,Kshitij Patwardhan,3:22
Rocket Gang,2022,Nachoge Toh Bachoge,"Anand Bhaskar, Sharvi Yadav, Talha Siddiqui",Amit Trivedi,Talha Siddiqui,3:43
Rocket Gang,2022,Hawaon Mein,"Neha Tawde, Abhijeet Srivastava",Amit Trivedi,Kshitij Patwardhan,4:10
Rocket Gang,2022,Trending Apni Yaari,"Shalmali Kholgade , Arun Kamath, Suhas Sawant, Raghav Chaitanya",Amit Trivedi,Kshijit Patwardhan,3:29
Rocket Gang,2022,Duniya Hai Maa Ki Godi Mein (dance mix),"Rashi Harmalkar, Arhaan Hussain, Altamash Faridi",Amit Trivedi,Kshitij Patwardhan,5:23
Rocket Gang,2022,Har Bacha Hai Rocket,Amit Trivedi,Amit Trivedi,Kshitij Patwardhan,2:57
Uunchai,2022,Keti Ko,Nakash Aziz,"Score:, George Joseph, Songs:, Amit Trivedi",,3:50
Uunchai,2022,Arre Oh Uncle,"Divya Kumar , Devender Pal Singh","Score:, George Joseph, Songs:, Amit Trivedi",,3:13
Uunchai,2022,Haan Kar De,Amit Trivedi,"Score:, George Joseph, Songs:, Amit Trivedi",,4:05
Uunchai,2022,Ladki Pahadi,Abhijeet Srivastava,"Score:, George Joseph, Songs:, Amit Trivedi",,4:35
Uunchai,2022,Savera,"Javed Ali , Deepali Sathe, Madhubanti Bagchi","Score:, George Joseph, Songs:, Amit Trivedi",,3:54
Uunchai,2022,Ladki Pahadi (Bonus Version),Abhijeet Srivastava,"Score:, George Joseph, Songs:, Amit Trivedi",,2:25
Uunchai,2022,Ladki Pahadi (Mohit Chauhan Version),Mohit Chauhan,"Score:, George Joseph, Songs:, Amit Trivedi",,4:35
Mister Mummy,2022,Chupke Chupke,"Rochak Kohli, Armaan Malik , Shilpa Rao",Rochak Kohli,,5:16
Mister Mummy,2022,Papaji Pet Se,"Amit Gupta , Sneha Khanwalkar",Sneha Khanwalkar,,2:50
Mister Mummy,2022,Mister Mummy (Title Track),"Amit Gupta, Harjot Kaur , Sneha Khanwalkar",Sneha Khanwalkar,,2:27
Mister Mummy,2022,Rut Mastani,"Harjot Kaur, Sneha Khanwalkar",Sneha Khanwalkar,,2:23
Mister Mummy,2022,Uncle Ji,"Jakir Hussen , Jasu Khan , Sneha Khanwalkar",Sneha Khanwalkar,,3:19
Mister Mummy,2022,Chupke Chupke (Film Version),"Rochak Kohli, Armaan Malik, Shilpa Rao",Rochak Kohli,,4:58
Bhediya,2022,Thumkeshwari,"Rashmeet Kaur, Ash King , Divya Kumar , Sachin-Jigar",Sachin–Jigar,,2:43
Bhediya,2022,Apna Bana Le,"Arijit Singh , Sachin-Jigar",Sachin–Jigar,,4:21
Bhediya,2022,Jungle Mein Kaand,"Vishal Dadlani , Sukhwinder Singh , Siddharth Basrur , Sachin-Jigar",Sachin–Jigar,,2:46
Bhediya,2022,Baaki Sab Theek,"Sachin–Jigar, Amitabh Bhattacharya",Sachin–Jigar,,3:19
Qala,2022,Ghodey Pe Sawaar,Sireesha Bhagavatula,Amit Trivedi,Amitabh Bhattacharya,3:14
Qala,2022,Rubaaiyaan,"Shahid Mallya, Sireesha Bhagavatula",Amit Trivedi,Swanand Kirkire,4:13
Qala,2022,Shauq,"Swanand Kirkire , Shahid Mallya , Sireesha Bhagavatula",Amit Trivedi,Varun Grover,3:39
Qala,2022,Phero Na Najariya,Sireesha Bhagavatula,Amit Trivedi,Kausar Munir,4:00
Qala,2022,Nirbhau Nirvair,Shahid Mallya,Amit Trivedi,"Sant Kabir , Anvitaa Dutt",5:08
Qala,2022,Udh Jaayega,Shahid Mallya,Sagar Desai,Sant Kabir,4:37
An Action Hero,2022,Ghere,"Vivek Hariharan, Parag Chhabra",Parag Chhabra,Vayu,3:29
An Action Hero,2022,Asli Action Chaalu (Theme Song),"D'Evil, Shah Rule",Parag Chhabra,"D'Evil, Shah Rule",3:05
An Action Hero,2022,An Action Hero Theme,Instrumental,Parag Chhabra,Instrumental,0:50
An Action Hero,2022,Aap Jaisa Koi,"Zahrah S Khan, Altamash Faridi",Tanishk Bagchi,"Indeevar , Tanishk Bagchi",2:58
An Action Hero,2022,Jehda Nasha,"Yohani , IP Singh, Amar Jalal, Harjot Kaur","Tanishk Bagchi , Faridkot , Amar Jalal","Amar Jalal, Balla Jalal",3:42
An Action Hero,2022,Aap Jaisa Koi (Film Version),"Zahrah S Khan, Yash Narvekar",Tanishk Bagchi,"Indeevar, Tanishk Bagchi",2:56
Freddy,2022,Kaala Jaadu,"Arijit Singh , Nikhita Gandhi","Songs:, Pritam, Score:, Clinton Cerejo",,3:32
Freddy,2022,Tum Jo Milo,Abhijeet Srivastava,"Songs:, Pritam, Score:, Clinton Cerejo",,3:25
Freddy,2022,Tujhse Pyaar Karta Hoon,Raghav Chaitanya,"Songs:, Pritam, Score:, Clinton Cerejo",,2:34
Salaam Venky,2022,Jo Tum Saath Ho,Arijit Singh,Mithoon,Mithoon,5:49
Salaam Venky,2022,Dhan Te Nan Zindagi,"Mohit Chauhan , Mithoon",Mithoon,Mithoon,4:18
Salaam Venky,2022,Yu Tere Hue Hum,"Jubin Nautiyal , Palak Muchhal",Mithoon,Mithoon,3:59
Salaam Venky,2022,Anda Bata Paratha,"Benny Dayal , Mithoon, Aditi Singh Sharma",Mithoon,Sandeep Shrivastava,3:18
Salaam Venky,2022,Jo Tum Saath Ho (Duet),"Arijit Singh , Shreya Ghoshal",Mithoon,Mithoon,5:49
Salaam Venky,2022,Badi Zindagi,Shaan,Mithoon,Kausar Munir,3:13
Salaam Venky,2022,Jo Tum Saath Ho (Lullaby),"Shreya Ghoshal , Shambhavi Thakur, Sminit Mhatre",Mithoon,Mithoon,1:56
Lyca Productions,2022,Enakku Innoru Per Irukku,,G. V. Prakash Kumar,,
Lyca Productions,2022,Yaman,,,,
Lyca Productions,2022,D. Imman,,,,
Lyca Productions,2022,Sam C. S.,,,,
Lyca Productions,2022,A. R. Rahman,,,,
Lyca Productions,2022,Panni Kutty,,,,
Lyca Productions,2022,C Sathya,,,,
Anbarivu,2022,Arakkiyae,Yuvan Shankar Raja,Hiphop Tamizha,Vivek,3:01
Anbarivu,2022,Ready Steady Go,"Santhosh Narayanan , Chinnaponnu , Srinisha Jayaseelan",Hiphop Tamizha,Yaazhi Dragon,3:50
Anbarivu,2022,Kanavugal,"Benny Dayal , Bamba Bakya, Sam Vishal , Srinisha Jayaseelan, Sridhar Sena, Maanasi. K, Shilvi Sharon",Hiphop Tamizha,Yaazhi Dragon,3:25
Anbarivu,2022,Kalangathey,Bamba Bakya,Hiphop Tamizha,Hiphop Tamizha,2:24
Anbarivu,2022,Thanga Sela,"Kapil Kapilan , Pradeep Kumar",Hiphop Tamizha,Thamarai,4:39
Anbarivu,2022,Kannirendum,Saindhavi,Hiphop Tamizha,Thamarai,3:23
Anbarivu,2022,Anbae Arivu,Deva,Hiphop Tamizha,Hiphop Tamizha,1:42
Idiot,2022,Oru Paarvaizhala,Anand Aravindakshan,Vikram Selva,Mani Amudhan,2:34
D Block,2022,Ice Katti Kuruvi,"Ron Ethan Yohann , Pradeep Kumar",Kaushik Krish,Gnanakaravel,4:24
RRR,2022,Dosti,Vedala Hemachandra,M. M. Keeravani,Sirivennela Seetharama Sastry,5:42
RRR,2022,Naatu Naatu,"Rahul Sipligunj , Kaala Bhairava",M. M. Keeravani,Chandrabose,3:36
RRR,2022,Janani,M. M. Keeravaani,M. M. Keeravani,M. M. Keeravaani,3:07
RRR,2022,Komuram Bheemudo,Kaala Bhairava,M. M. Keeravani,Suddala Ashok Teja,4:15
RRR,2022,Raamam Raaghavam,"Vijay Prakash , Chandana Bala Kalyan, Charu Hariharan",M. M. Keeravani,K. Shiva Dutta,3:52
RRR,2022,Etthara Jenda,"Vishal Mishra , Prudhvi Chandra, M.M. Keeravaani, Sahithi , Harika Narayan",M. M. Keeravani,Ramajogayya Sastry,4:21
RRR,2022,Komma Uyyala,Prakruthi Reddy,M. M. Keeravani,Suddhala Ashoka Teja,4:43
Pakka Commercial,2022,Pakka Commercial Title Song,"Jakes Bejoy, Vedala Hemachandra",Jakes Bejoy,Sirivennela Seetharama Sastry,4:33
Pakka Commercial,2022,Andala Raasi,"Saicharan Bhaskaruni, Ramya Behara",Jakes Bejoy,Krishna Kanth,4:11
Pakka Commercial,2022,Adhirindhi Mastaru Mee Posteru,"Sri Krishna , Sahithi Chaganti",Jakes Bejoy,Bhaskarabhatla,4:33
Pakka Commercial,2022,Lehanga Lo Lady Donu,"Vijay Prakash , M. M. Srilekha",Jakes Bejoy,Krishna Kanth,4:01
The Ghost,2022,Vegam,"Kapil Kapilan , Ramya Behara",Bharatt-Saurabh,Krishna Madineni,3:26
The Ghost,2022,Freedom,Nikhita Gandhi,Bharatt-Saurabh,,3:12
The Ghost,2022,Dooralaina Teeralaina,"Mark K. Robin, Roll Rida , Anurag Kulkarni",Mark K Robin,"Krishna Madineni, Manojkumar Juloori",3:43
The Ghost,2022,Urimeytee Meghaley,"Mark K. Robin, Harini Ivaturi",Mark K Robin,,3:44
The Ghost,2022,Tamahagane Theme,"Bharatt Hans, Saurabh Malhotra",Bharatt-Saurabh,,1:25
Adithattu,2022,Aanju Valikkada Laisa,Jassie Gift,Nezer Ahamed,Nezer Ahemed Jerson Yesudas Lakshmi Cheriyedath,4:13
Adithattu,2022,Theerathai,Sreehari K,Sreehari K,Sharfu,3:44
Jawan,2023,Zinda Banda,"Anirudh Ravichander , Mangli , Shah Rukh Khan",Anirudh Ravichander,"Irshad Kamil , Wasim Barelvi",4:24
Jawan,2023,Chaleya,"Arijit Singh , Shilpa Rao",Anirudh Ravichander,Kumaar,3:20
Jawan,2023,Not Ramaiya Vastavaiya,"Anirudh Ravichander, Vishal Dadlani , Shilpa Rao",Anirudh Ravichander,Kumaar,3:23
Jawan,2023,Aararaari Raaro,Deepthi Suresh,Anirudh Ravichander,Irshad Kamil,4:38
Jawan,2023,Jawan Title Track,"Shah Rukh Khan, Anirudh Ravichander, Raja Kumari",Anirudh Ravichander,Raja Kumari,3:08
Jawan,2023,Faraatta,"Arijit Singh, Jonita Gandhi , Badshah",Anirudh Ravichander,Kumaar,3:15
Jawan,2023,Chaleya (Arabic Version),"Grini, Jamila El Badaoui",Anirudh Ravichander,"Kumaar, Mohamed El Maghribi (Arabic)",3:20
Pathaan,2023,Besharam Rang,"Shilpa Rao , Caralisa Monteiro",Vishal–Shekhar,"Kumaar , Vishal Dadlani ( Spanish )",4:18
Pathaan,2023,Jhoome Jo Pathaan,"Arijit Singh , Sukriti Kakar",Vishal–Shekhar,Kumaar,3:28
Pathaan,2023,Pathaan's Theme,"Magdalena Supel, Cassandra Cavalli",Sanchit and Ankit Balhara,Kit Bee,2:37
Pathaan,2023,Jim's Theme,"Maanya Narang, Riya Duggal",Sanchit and Ankit Balhara,Instrumental,1:11
Dunki,2023,Lutt Putt Gaya,Arijit Singh,"Songs:, Pritam, Score:, Aman Pant","Swanand Kirkire , IP Singh",3:42
Dunki,2023,Nikle The Kabhi Hum Ghar Se,Sonu Nigam,"Songs:, Pritam, Score:, Aman Pant",Javed Akhtar,5:00
Dunki,2023,O Maahi,Arijit Singh,"Songs:, Pritam, Score:, Aman Pant",Irshad Kamil,3:53
Dunki,2023,Chal Ve Watna,Javed Ali,"Songs:, Pritam, Score:, Aman Pant",Varun Grover,4:12
Dunki,2023,Banda,Diljit Dosanjh,"Songs:, Pritam, Score:, Aman Pant",Kumaar,2:48
Dunki,2023,Main Tera Rasta Dekhunga,"Vishal Mishra , Shreya Ghoshal , Shadaab Faridi , Altamash Faridi","Songs:, Pritam, Score:, Aman Pant",Amitabh Bhattacharya,4:06
Dunki,2023,Main Tera Rasta Dekhunga (Film Version),"Shadaab Faridi, Altamash Faridi","Songs:, Pritam, Score:, Aman Pant",Amitabh Bhattacharya,5:14
Dunki,2023,Waheguru (Music by: Shekhar Ravjiani ),Ajay Bijli,"Songs:, Pritam, Score:, Aman Pant",Traditional,3:34
Adipurush,2023,Jai Shri Ram,"Atul Gogavale, Gwen Dias, Shazneen Arethna, Crystal Sequeira, Marianne D'Cruz Aiman, Umesh Joshi, Swapnil Godbole, Janardan Dhatrak, Vivek Naik, Santosh Bote, Devendra Chitnis, Yash Kulkarni, Mangesh Shirke, Anil Bhilare, Gaurav Dandekar, Siddhant Karawde, Rishikesh Patil, Ameya Paranjape, Vidit Patankar, Yashad Ghanekar, Prasad Manjrekar","Score:, Sanchit Balhara and Ankit Balhara, Songs:, Ajay–Atul, Sachet–Parampara",,3:32
Adipurush,2023,Shivoham,Ajay Gogavale,"Score:, Sanchit Balhara and Ankit Balhara, Songs:, Ajay–Atul, Sachet–Parampara",,3:56
Adipurush,2023,Tu Hai Sheetal Dhaara,"Sonu Nigam , Shreya Ghoshal","Score:, Sanchit Balhara and Ankit Balhara, Songs:, Ajay–Atul, Sachet–Parampara",,3:21
Adipurush,2023,Huppa Huiya,Sukhwinder Singh,"Score:, Sanchit Balhara and Ankit Balhara, Songs:, Ajay–Atul, Sachet–Parampara",,3:43
Adipurush,2023,Ram Siya Ram (Music by Sachet–Parampara),Sachet–Parampara,"Score:, Sanchit Balhara and Ankit Balhara, Songs:, Ajay–Atul, Sachet–Parampara",,3:50
The Kerala Story,2023,Pagal Parindey,"Sunidhi Chauhan , Bishakh Jyoti","Viresh Sreevalsa, Bishakh Jyoti",Ozil Dalal,2:04
The Kerala Story,2023,Ambo Ambambo,Athul Narukara,"Viresh Sreevalsa, Bishakh Jyoti",Viresh Sreevalsa,1:52
The Kerala Story,2023,Athira Ravil,K. S. Chithra,"Viresh Sreevalsa, Bishakh Jyoti",Viresh Sreevalsa,2:07
The Kerala Story,2023,Tu Mila,K. S. Chithra,"Viresh Sreevalsa, Bishakh Jyoti",Ozil Dalal,2:07
The Kerala Story,2023,Aakhir Kyun,Bishakh Jyoti,"Viresh Sreevalsa, Bishakh Jyoti","Anant, Porshia (Kurdish), Mahalakshmi Iyer",5:01
The Kerala Story,2023,Aakhir Kyun Unplugged,Bishakh Jyoti,"Viresh Sreevalsa, Bishakh Jyoti",Anant,5:08
OMG 2,2023,Oonchi Oonchi Waadi,Hansraj Raghuwanshi,Djstrings,"Kabeer Shukla, Hansraj Raghuwanshi, Djstrings",3:58
OMG 2,2023,Har Har Mahadev,Vikram Montrose,Vikram Montrose,Shekhar Astitwa,3:07
OMG 2,2023,Ho Tayyar,"Pranaay, Kailash Kher",Pranaay,Ginny Diwan,4:02
OMG 2,2023,Akelo Chal Padiyo,Shradha Mishra,Sandesh Shandilya,Sandesh Shandilya,3:19
OMG 2,2023,Mahadeva,Kashh,Kashh,Kashh,2:25
Mission Majnu,2023,Rabba Janda,Jubin Nautiyal,Tanishk Bagchi,Shabbir Ahmed,4:06
Mission Majnu,2023,Maati Ko Maa Kehte Hain,"Sonu Nigam , Rochak Kohli",Rochak Kohli,Manoj Muntashir,3:55
Mission Majnu,2023,Channa Ve Assi Marjawange,Raj Barman,Raghav Sachar,Rohit Sharma,4:53
Mission Majnu,2023,Rabba Janda (Reprise),Altamash Faridi,Tanishk Bagchi,"Shabbir Ahmed, Tanishk Bagchi",0:57
Mission Majnu,2023,Tum Ho,Papon,Arko,A. M. Turaz,3:40
Mission Majnu,2023,Channa Ve Assi Marjawange (Reprise),Jyotica Tangri,Raghav Sachar,Rohit Sharma,4:51
Mission Majnu,2023,Rabba Janda (Female Version),Zyra Nargolwala,Tanishk Bagchi,Shabbir Ahmed,2:56
Mission Majnu,2023,Maati Ko Maa Kehte Hain (Extended Version),Sonu Nigam,Rochak Kohli,Manoj Muntashir,1:25
Mission Majnu,2023,Rabba Janda (Acoustic),Jubin Nautiyal,Tanishk Bagchi,Shabbir Ahmed,2:25
Chhatriwali,2023,Chhatriwali (Title Track),Sunidhi Chauhan,Rohan-Rohan,"Tejas Prabha, Vijay Deoskar",2:42
Chhatriwali,2023,Main Teri Hi Rahoon,"Akhil Sachdeva, Shirley Setia",Akhil Sachdeva,Akhil Sachdeva,4:26
Chhatriwali,2023,Special Edition Kudi,"Sunidhi Chauhan, Gandhharv Sachdeva",Sumeet Bellary,Satya Khare,3:12
Chhatriwali,2023,Toot Hi Gaya,"Himani Kapoor , Durgesh R Rajbhatt",Durgesh R Rajbhatt,Saaveri Verma,4:05
